id,nome,Cidade,cep,bairro,latitude,longitude,mac,tipo
106,JASMINE COLLINS,Francisco Beltrão,85601000,Bairro Centro,-26.007357439057166,-53.07828904181369,8c:8a:18:f7:11:08,radio
119,ASHLEY SHANNON DVM,Francisco Beltrão,85601000,Bairro Centro,-26.089081931178228,-53.10992346644369,8c:8a:18:f7:11:08,radio
141,NATALIE NELSON,Dois Vizinhos,85660000,Sagrada Família,-26.05034737068558,-52.98973028034725,a4:75:43:88:a1:5f,radio
142,DALE CRUZ,Pato Branco,85501000,São João,-26.086849645012915,-53.06525321539863,46:8e:54:e0:54:22,radio
143,MARIA HAYES,Pato Branco,85501000,Centro,-26.09118807822248,-53.1093306272332,fc:07:d7:85:dd:5d,radio
145,SEAN BARRY,Pato Branco,85501000,Alvorada,-26.08177029073025,-53.00007968492406,96:8b:fd:42:e6:64,radio
152,DONALD EDWARDS,Pato Branco,85501000,Centro,-26.083349538403603,-52.99714785175336,fc:07:d7:85:dd:5d,radio
155,SCOTT LEE,Dois Vizinhos,85660000,Sagrada Família,-26.07508988115447,-53.05680822972098,72:f3:a7:de:df:06,radio
157,HECTOR HOWE,Pato Branco,85501000,São João,-26.02896849322409,-53.05270366722224,66:c8:d1:e3:0c:3b,radio
161,JUSTIN DAVIS,Francisco Beltrão,85601000,Bairro Centro,-26.07890940721002,-53.06136658370079,8c:8a:18:f7:11:08,radio
168,RYAN GLASS,Dois Vizinhos,85660000,Das Torres,-26.19386049583373,-52.67216554549732,ce:48:b1:80:f7:5f,radio
171,MELISSA BAKER,Francisco Beltrão,85601000,Bairro Centro,-26.028615568504648,-53.032603305460505,fc:4e:95:59:92:36,radio
173,JAMES MCLAUGHLIN,Francisco Beltrão,85601000,Bairro Centro,-26.09765616139287,-53.09937592345894,3a:1b:28:2e:82:eb,radio
177,ERIC WILSON,Dois Vizinhos,85660000,Das Torres,-26.233151389727333,-52.69158020681969,1e:f2:8a:32:20:f3,radio
181,SAMANTHA TAYLOR,Pato Branco,85501000,Alvorada,-26.107418871367617,-53.04974622990223,20:8f:88:90:f9:ed,radio
192,CARLOS BARNES,Pato Branco,85501000,São João,-26.04123189193904,-53.09112872564976,46:8e:54:e0:54:22,radio
194,AARON BYRD,Francisco Beltrão,85601000,Bairro Sadia,-26.02722815057096,-52.97421119904013,3e:03:82:e6:0f:c3,radio
200,BRITTANY MATHEWS,Francisco Beltrão,85601000,Bairro Água Branca,-26.009386091393424,-53.08121389193583,a2:8c:c9:61:ab:a9,radio
203,ANGEL JOHNSON,Dois Vizinhos,85660000,Das Torres,-26.07143784188511,-53.05080521420254,c4:70:ce:9b:fd:68,radio
209,LINDSAY DAVIS,Dois Vizinhos,85660000,Sagrada Família,-26.11750236597281,-53.08472443683485,1a:1d:3b:cc:9b:4c,radio
214,PETER HAYES,Dois Vizinhos,85660000,Sagrada Família,-26.11272318816073,-53.05433209561063,5e:bf:40:43:e3:7e,radio
217,DONALD BOYD,Francisco Beltrão,85601000,Bairro Água Branca,-26.087355567604337,-53.070382429824015,c4:bb:f6:44:67:ad,radio
223,JUSTIN PRINCE,Francisco Beltrão,85601000,Bairro Sadia,-26.05333767639534,-53.04930250417164,e8:a8:bf:4a:04:07,radio
233,HEATHER LEWIS,Francisco Beltrão,85601000,Bairro Centro,-26.11701060093929,-53.08674561204199,3a:1b:28:2e:82:eb,radio
247,CHRISTOPHER GREENE,Francisco Beltrão,85601000,Bairro Sadia,-26.11222166389717,-53.05210586052401,94:2a:9c:fe:9a:69,radio
248,JOHN MEDINA,Pato Branco,85501000,São João,-26.06235264747257,-53.04796460221404,f2:ad:fe:6e:ca:dc,radio
251,CHARLENE MAYER,Francisco Beltrão,85601000,Bairro Centro,-26.077375896361502,-53.05811749199883,32:09:c4:a3:12:0a,radio
262,JOSEPH VALENZUELA MD,Pato Branco,85501000,Alvorada,-26.09649208150688,-53.101847388820126,bc:25:ca:38:68:1f,radio
270,VIRGINIA OLSEN,Dois Vizinhos,85660000,Sagrada Família,-26.07100668518399,-53.04800037527696,d4:a9:29:67:7d:d2,radio
277,ANDRES SULLIVAN,Pato Branco,85501000,Centro,-26.03114924436256,-53.06546814332672,fc:07:d7:85:dd:5d,radio
283,LEAH JORDAN,Dois Vizinhos,85660000,Sagrada Família,-26.06730997472553,-53.0540703107331,72:f3:a7:de:df:06,radio
289,CLAUDIA JONES,Francisco Beltrão,85601000,Bairro Sadia,-26.080332408336577,-53.05676959504408,3e:03:82:e6:0f:c3,radio
291,RUTH FLETCHER,Dois Vizinhos,85660000,Das Torres,-26.06913342524091,-53.09814824592563,04:49:3c:17:13:8a,radio
293,PHILIP KELLY,Francisco Beltrão,85601000,Bairro Sadia,-26.04119618722837,-53.094737114624095,c2:45:c7:88:cb:ba,radio
306,JENNIFER MALONE,Pato Branco,85501000,Alvorada,-26.06664099100365,-53.07265996217966,20:8f:88:90:f9:ed,radio
311,WILLIAM ROBINSON,Pato Branco,85501000,Alvorada,-26.035152716967097,-53.03704146583878,20:8f:88:90:f9:ed,radio
315,RENEE TORRES,Pato Branco,85501000,São João,-26.036309580324943,-53.02758166677175,66:c8:d1:e3:0c:3b,radio
322,JESSICA JONES,Dois Vizinhos,85660000,Sagrada Família,-26.0456825167314,-53.04691941896126,5e:bf:40:43:e3:7e,radio
328,JOHN RAMOS,Francisco Beltrão,85601000,Bairro Centro,-26.034139002872948,-53.03780674279017,52:3b:ef:21:34:57,radio
329,LINDA SANCHEZ,Dois Vizinhos,85660000,Sagrada Família,-26.11594623032893,-53.084181645206286,94:f0:b6:71:78:21,radio
335,KEVIN SMITH,Pato Branco,85501000,São João,-26.02565280055269,-53.08543368734879,66:c8:d1:e3:0c:3b,radio
337,KEVIN MILLER,Francisco Beltrão,85601000,Bairro Água Branca,-26.11784351265854,-53.083994698921984,a2:8c:c9:61:ab:a9,radio
346,CHRISTINE LOPEZ,Pato Branco,85501000,Alvorada,-26.04663184143113,-53.0676667443075,36:64:cc:be:33:35,radio
348,MARK MILLER,Pato Branco,85501000,São João,-26.028806187734585,-53.055020269077126,38:92:f8:c4:34:40,radio
361,HEATHER MARTIN DDS,Dois Vizinhos,85660000,Das Torres,-26.034670143113544,-53.04278018918323,5c:9d:38:da:d9:3e,radio
370,SHANNON PENA,Pato Branco,85501000,Centro,-26.08648775824993,-53.03281407369953,5e:43:51:d5:ac:c2,radio
371,JESSICA RODRIGUEZ,Dois Vizinhos,85660000,Das Torres,-26.11538925599698,-53.01358984010024,86:3d:1a:1b:5d:99,radio
373,COURTNEY THOMAS,Francisco Beltrão,85601000,Bairro Sadia,-26.049554968622665,-53.04142077904501,94:2a:9c:fe:9a:69,radio
378,TABITHA MASON,Pato Branco,85501000,São João,-26.07947772911176,-53.0555958877021,dc:9e:eb:fc:95:07,radio
379,JOHN FOSTER,Pato Branco,85501000,São João,-26.078678686472163,-53.0578877071609,38:92:f8:c4:34:40,radio
383,JENNIFER ALEXANDER,Dois Vizinhos,85660000,Sagrada Família,-26.04917086465453,-53.11800276646288,a4:75:43:88:a1:5f,radio
384,SHELLY PORTER,Dois Vizinhos,85660000,Das Torres,-26.013365130177828,-53.07472053589783,0c:4c:24:81:50:d4,radio
387,MARK LEVY,Pato Branco,85501000,Centro,-26.03580544097948,-53.03610974027829,b4:b5:4b:94:69:99,radio
393,MADISON MOORE,Francisco Beltrão,85601000,Bairro Água Branca,-26.082792222086617,-53.07526183847151,c4:bb:f6:44:67:ad,radio
403,ANNETTE GRAHAM,Pato Branco,85501000,Centro,-26.07496562482917,-53.04677372689462,b0:3b:8c:fd:71:06,radio
404,LORI BREWER,Dois Vizinhos,85660000,Sagrada Família,-26.04500308594769,-53.11950801819967,94:f0:b6:71:78:21,radio
405,JOHN FREDERICK,Dois Vizinhos,85660000,Sagrada Família,-26.06155585094498,-53.09912176025608,72:f3:a7:de:df:06,radio
409,EDWARD RICH,Dois Vizinhos,85660000,Das Torres,-26.06631059591317,-53.0606805343297,20:48:19:56:5a:a1,radio
413,DAVID ANDERSON,Dois Vizinhos,85660000,Sagrada Família,-26.015896533517303,-53.04766004185733,d4:a9:29:67:7d:d2,radio
429,THOMAS DAVIS DVM,Dois Vizinhos,85660000,Das Torres,-26.05607726684796,-53.068926554993176,d6:0b:5b:63:4e:74,radio
431,JOSEPH MEYER,Pato Branco,85501000,Alvorada,-26.25333084401845,-52.69355959196333,96:8b:fd:42:e6:64,radio
432,KAYLEE LEWIS,Francisco Beltrão,85601000,Bairro Centro,-26.04222562467859,-53.10846892752527,0c:94:1d:cc:e7:a3,radio
443,STEPHANIE HALL,Francisco Beltrão,85601000,Bairro Água Branca,-26.07741924288464,-53.04142586998351,c4:52:60:df:97:e3,radio
445,RODNEY BLACK,Pato Branco,85501000,Centro,-26.033960405791987,-53.09425052849301,e4:c5:4b:e2:ee:b7,radio
446,CLINTON FRYE,Dois Vizinhos,85660000,Sagrada Família,-26.10267965634665,-53.0495938719496,94:f0:b6:71:78:21,radio
458,CHARLES SHAW,Dois Vizinhos,85660000,Das Torres,-26.07220572009226,-53.07395707179301,c0:52:0b:43:72:33,radio
459,ANDREW DENNIS,Dois Vizinhos,85660000,Das Torres,-26.083157375465447,-53.06949931490836,80:b7:dc:1d:1f:14,radio
466,KEVIN CAMPOS,Pato Branco,85501000,São João,-26.0910000420096,-53.03490993494059,38:92:f8:c4:34:40,radio
471,KAYLA MORGAN,Dois Vizinhos,85660000,Das Torres,-26.08939061529228,-53.04192796507051,8c:25:2f:68:12:fc,radio
473,MATTHEW NEWTON,Pato Branco,85501000,São João,-26.069837190240925,-53.06046889828557,f2:ad:fe:6e:ca:dc,radio
476,ETHAN MORAN,Pato Branco,85501000,Centro,-26.038294266349144,-53.043187566614655,b4:b5:4b:94:69:99,radio
477,TONI LOPEZ,Dois Vizinhos,85660000,Das Torres,-26.121347256899853,-53.03100732219096,ea:70:f4:c5:91:44,radio
488,MICHAEL GREEN,Francisco Beltrão,85601000,Bairro Centro,-26.02046415353936,-53.0451156810624,fc:4e:95:59:92:36,radio
493,BRAD HUNT,Dois Vizinhos,85660000,Sagrada Família,-26.05184840357152,-53.03264372864572,72:f3:a7:de:df:06,radio
502,COREY MCFARLAND,Dois Vizinhos,85660000,Sagrada Família,-26.07843777570857,-53.065908721095205,1a:1d:3b:cc:9b:4c,radio
508,SCOTT THOMPSON,Pato Branco,85501000,Alvorada,-26.050117959277515,-53.0498466677429,20:8f:88:90:f9:ed,radio
518,PAUL ALEXANDER,Pato Branco,85501000,Alvorada,-26.08009188192969,-53.03672335819279,c2:29:c8:9e:f6:8c,radio
526,KEVIN ANDERSON,Pato Branco,85501000,Alvorada,-26.02673245277964,-53.08265225565523,bc:25:ca:38:68:1f,radio
529,ZACHARY SANCHEZ,Francisco Beltrão,85601000,Bairro Sadia,-26.02572462921863,-53.045761019992575,e8:a8:bf:4a:04:07,radio
534,BRENDA LARSON,Francisco Beltrão,85601000,Bairro Sadia,-26.091011092688067,-53.06648375677884,e8:a8:bf:4a:04:07,radio
536,THOMAS GARCIA,Pato Branco,85501000,Centro,-26.0482071589907,-53.06320059585008,7e:ce:41:0b:d7:5a,radio
540,RANDY REYNOLDS,Francisco Beltrão,85601000,Bairro Água Branca,-26.050483735850875,-52.98334483412268,a4:59:5c:1c:f3:00,radio
541,DANIEL BROOKS,Pato Branco,85501000,São João,-26.07068911142616,-53.04261028489763,dc:9e:eb:fc:95:07,radio
544,NICHOLAS HERNANDEZ,Dois Vizinhos,85660000,Sagrada Família,-26.08270625170562,-53.04376020200077,1a:1d:3b:cc:9b:4c,radio
546,GREG MCKENZIE,Pato Branco,85501000,São João,-26.22335083463149,-52.66092339128258,28:36:42:d1:9a:2f,radio
552,MATTHEW HALL,Francisco Beltrão,85601000,Bairro Água Branca,-26.05262161374449,-53.0540583873896,a2:8c:c9:61:ab:a9,radio
557,BRITTANY KING,Pato Branco,85501000,Centro,-26.081211095597897,-53.041441496949794,b4:b5:4b:94:69:99,radio
561,LAURA GORDON,Pato Branco,85501000,Alvorada,-26.084275074926257,-53.06709852123471,c2:29:c8:9e:f6:8c,radio
562,MATTHEW LONG,Pato Branco,85501000,Alvorada,-26.050267464451323,-53.04661746846877,96:8b:fd:42:e6:64,radio
567,JONATHAN MARTIN,Francisco Beltrão,85601000,Bairro Água Branca,-26.01087502594447,-53.0790992762994,a4:59:5c:1c:f3:00,radio
579,CHARLES PATEL DDS,Pato Branco,85501000,Centro,-26.06172101438103,-53.07407839383314,5e:43:51:d5:ac:c2,radio
580,CATHERINE CALLAHAN,Pato Branco,85501000,Alvorada,-26.25186589477697,-52.67304930749208,96:8b:fd:42:e6:64,radio
588,JODY CARTER DDS,Dois Vizinhos,85660000,Sagrada Família,-26.06485366024356,-53.05055122563804,1a:1d:3b:cc:9b:4c,radio
591,ERIC JACKSON,Pato Branco,85501000,Centro,-26.090982584353245,-53.07397522657816,7e:ce:41:0b:d7:5a,radio
594,CONNOR CURRY,Francisco Beltrão,85601000,Bairro Sadia,-26.0457660319617,-53.10934279273169,f0:47:6a:1e:ef:7c,radio
607,JESSICA ALLEN,Pato Branco,85501000,São João,-26.11660183866896,-53.08389913308999,f2:ad:fe:6e:ca:dc,radio
609,TRACEY TURNER,Pato Branco,85501000,Alvorada,-26.122169922504607,-53.084396330560246,c2:29:c8:9e:f6:8c,radio
620,AMBER CURTIS,Pato Branco,85501000,Alvorada,-26.04980714522637,-53.068711188929015,44:99:ac:64:25:38,radio
622,BELINDA LAWSON,Francisco Beltrão,85601000,Bairro Centro,-26.042134819808435,-53.09391352809181,0c:94:1d:cc:e7:a3,radio
626,TRACY STEPHENS,Dois Vizinhos,85660000,Sagrada Família,-26.11346806366605,-53.0095520086946,94:f0:b6:71:78:21,radio
627,CHRISTOPHER WHITE,Francisco Beltrão,85601000,Bairro Água Branca,-26.069786398448866,-53.057617510641954,a4:59:5c:1c:f3:00,radio
628,NORMA LYONS,Francisco Beltrão,85601000,Bairro Centro,-26.08937370451121,-53.07123759217208,52:3b:ef:21:34:57,radio
631,REBECCA JENSEN,Dois Vizinhos,85660000,Sagrada Família,-26.10500526109075,-53.06884644393164,72:f3:a7:de:df:06,radio
633,ANDREA SANCHEZ,Francisco Beltrão,85601000,Bairro Sadia,-26.05361819124872,-53.03523273097157,c2:45:c7:88:cb:ba,radio
644,ANTHONY ARROYO,Pato Branco,85501000,São João,-26.080617673443182,-53.05079264273616,f2:ad:fe:6e:ca:dc,radio
651,KELLY SIMMONS,Dois Vizinhos,85660000,Sagrada Família,-26.009046740597867,-53.07460639992732,72:f3:a7:de:df:06,radio
661,ZACHARY SMITH,Dois Vizinhos,85660000,Das Torres,-26.11324196338555,-53.0828821900209,ec:f2:bb:4b:bf:d6,radio
663,MADISON BOWMAN,Francisco Beltrão,85601000,Bairro Água Branca,-26.06893469116877,-53.039654532363166,a2:8c:c9:61:ab:a9,radio
666,SARA CUNNINGHAM,Dois Vizinhos,85660000,Sagrada Família,-26.04286823245573,-53.03435558004065,d4:a9:29:67:7d:d2,radio
669,STEVEN GOMEZ,Pato Branco,85501000,São João,-26.064845591249387,-53.061117502028125,f2:ad:fe:6e:ca:dc,radio
680,BRITTANY MARTIN,Dois Vizinhos,85660000,Sagrada Família,-26.06332522431739,-53.04630291309921,d4:a9:29:67:7d:d2,radio
684,JENNIFER WARD,Francisco Beltrão,85601000,Bairro Água Branca,-26.12803174880512,-53.02632996892415,32:83:86:97:10:01,radio
691,ERIC DIXON,Dois Vizinhos,85660000,Das Torres,-26.08601843759701,-53.001149887443546,d8:d4:4a:67:0e:3a,radio
703,BRYAN LYNCH,Dois Vizinhos,85660000,Sagrada Família,-26.068652865644943,-53.04542098844232,1a:1d:3b:cc:9b:4c,radio
704,JOHN JOHNSON,Francisco Beltrão,85601000,Bairro Sadia,-26.03271895359295,-53.03414676494052,94:2a:9c:fe:9a:69,radio
706,KIMBERLY RODRIGUEZ,Pato Branco,85501000,Centro,-26.036205384688543,-53.04626320856202,e4:c5:4b:e2:ee:b7,radio
712,KATHRYN NEAL,Francisco Beltrão,85601000,Bairro Centro,-26.088793436949008,-53.057993733106194,8c:8a:18:f7:11:08,radio
725,STEVEN SMITH,Pato Branco,85501000,Alvorada,-26.03948777266747,-53.05451007430414,20:8f:88:90:f9:ed,radio
726,SONIA CHRISTIAN,Pato Branco,85501000,Centro,-26.053182482824926,-53.06203008499558,fc:07:d7:85:dd:5d,radio
728,KELLY OLIVER,Pato Branco,85501000,Centro,-26.040304554273888,-53.07179846652053,7e:ce:41:0b:d7:5a,radio
735,RONNIE KELLY,Pato Branco,85501000,Alvorada,-26.07591585119886,-53.03293321810242,bc:25:ca:38:68:1f,radio
737,JENNIFER CROSS DDS,Dois Vizinhos,85660000,Sagrada Família,-26.114112249904228,-53.05017677789086,5e:bf:40:43:e3:7e,radio
739,BRYAN NELSON,Francisco Beltrão,85601000,Bairro Água Branca,-26.09529649767316,-53.100488766801895,32:83:86:97:10:01,radio
742,ALLEN PEREZ,Pato Branco,85501000,Centro,-26.01485971491616,-53.07786212986375,7e:ce:41:0b:d7:5a,radio
747,MELISSA STEVENS,Dois Vizinhos,85660000,Das Torres,-26.089513717398788,-53.04738937324257,7a:16:ff:fd:6d:01,radio
748,JOHN NUNEZ,Dois Vizinhos,85660000,Das Torres,-26.04082571193711,-53.04365241959926,b6:8e:47:01:9c:07,radio
755,MARGARET ARNOLD,Pato Branco,85501000,São João,-26.03620075387009,-53.11045659096649,66:c8:d1:e3:0c:3b,radio
764,CARRIE BROWN,Pato Branco,85501000,Alvorada,-26.126619468800133,-53.02876276840249,96:8b:fd:42:e6:64,radio
768,JENNIFER FREEMAN,Dois Vizinhos,85660000,Sagrada Família,-26.0375896866694,-53.05803440849628,1a:1d:3b:cc:9b:4c,radio
770,RANDY HINES,Dois Vizinhos,85660000,Sagrada Família,-26.085609623846,-53.046865304756665,a4:75:43:88:a1:5f,radio
776,WILLIAM HILL,Dois Vizinhos,85660000,Sagrada Família,-26.026049090547343,-53.04805929016412,94:f0:b6:71:78:21,radio
786,PATRICIA JOHNSON,Dois Vizinhos,85660000,Das Torres,-26.11161763992105,-53.05254058903129,e2:d9:e2:82:c7:67,radio
794,CHARLES BRADLEY,Francisco Beltrão,85601000,Bairro Sadia,-26.093238538902675,-53.10827184336126,3e:03:82:e6:0f:c3,radio
799,EDWARD BERNARD,Dois Vizinhos,85660000,Das Torres,-26.074933149505224,-53.04873235294933,be:2e:4f:cc:e5:00,radio
800,NICOLE DAVIS,Francisco Beltrão,85601000,Bairro Sadia,-26.08635851160356,-53.11048077218966,c2:45:c7:88:cb:ba,radio
815,JOEL GONZALEZ,Dois Vizinhos,85660000,Das Torres,-26.039232023144788,-53.04164170842832,98:09:d2:1c:41:f2,radio
822,CHRISTOPHER WOOD,Pato Branco,85501000,São João,-26.129444632176668,-53.02864065641697,46:8e:54:e0:54:22,radio
823,SHANNON DONALDSON,Dois Vizinhos,85660000,Sagrada Família,-26.06759778885199,-53.049305589014494,5e:bf:40:43:e3:7e,radio
829,MICHAEL BELL,Dois Vizinhos,85660000,Sagrada Família,-26.0576493031568,-53.04033237140134,a4:75:43:88:a1:5f,radio
837,SHERRI TAYLOR,Francisco Beltrão,85601000,Bairro Sadia,-26.12082251533487,-53.05701660677184,ba:a4:ff:a0:65:13,radio
840,LISA COX,Francisco Beltrão,85601000,Bairro Água Branca,-26.121725481250515,-53.026049411818704,fa:95:87:0d:05:80,radio
841,TERESA WILSON,Dois Vizinhos,85660000,Sagrada Família,-26.123967704574405,-53.084762827693176,a4:75:43:88:a1:5f,radio
844,KAYLA COFFEY,Francisco Beltrão,85601000,Bairro Centro,-26.081664003737675,-53.06938513579236,fc:4e:95:59:92:36,radio
848,LINDSEY BERRY,Dois Vizinhos,85660000,Sagrada Família,-26.04815346501442,-53.04074352076631,94:f0:b6:71:78:21,radio
854,MIA VASQUEZ,Dois Vizinhos,85660000,Sagrada Família,-26.060399273546263,-53.06203512755219,94:f0:b6:71:78:21,radio
855,MEGAN BEASLEY,Pato Branco,85501000,São João,-26.06449418529004,-53.05621813785989,66:c8:d1:e3:0c:3b,radio
856,JEFFREY ANDREWS DDS,Francisco Beltrão,85601000,Bairro Sadia,-26.05237846194365,-53.06750615681048,c2:45:c7:88:cb:ba,radio
863,JESSICA CUNNINGHAM,Pato Branco,85501000,São João,-26.04404939290765,-53.10488134739665,66:c8:d1:e3:0c:3b,radio
866,NICHOLAS WILLIAMSON,Dois Vizinhos,85660000,Das Torres,-26.02887884678312,-53.05889292714088,6c:df:9a:72:31:19,radio
871,THERESA SPARKS,Francisco Beltrão,85601000,Bairro Sadia,-26.130079514457297,-53.027401603453946,c2:45:c7:88:cb:ba,radio
878,STEPHANIE HARRIS,Pato Branco,85501000,São João,-26.01476820541496,-53.07893809680678,38:92:f8:c4:34:40,radio
891,ERIC LAWSON,Dois Vizinhos,85660000,Das Torres,-26.082394263138635,-53.07462659726684,0e:d5:de:2a:2e:2b,radio
894,DANIELLE BRADY,Francisco Beltrão,85601000,Bairro Sadia,-26.030383619604528,-53.06080340099961,e8:a8:bf:4a:04:07,radio
895,EDGAR HUGHES,Francisco Beltrão,85601000,Bairro Centro,-26.051970622534952,-53.115234948948455,fc:4e:95:59:92:36,radio
897,CHRISTINE FAULKNER,Dois Vizinhos,85660000,Das Torres,-26.11608129532372,-53.05112007893496,1a:59:62:e3:54:fb,radio
903,DAVID BRADFORD,Francisco Beltrão,85601000,Bairro Água Branca,-26.11576197222505,-53.05490093890179,c4:52:60:df:97:e3,radio
909,DANA TAYLOR,Dois Vizinhos,85660000,Das Torres,-26.03038671588736,-53.05234930489977,04:34:fd:ee:a5:27,radio
910,JASON BROWN,Pato Branco,85501000,Centro,-26.033877049124,-53.050136505802456,e4:c5:4b:e2:ee:b7,radio
919,MICHAEL JACKSON,Francisco Beltrão,85601000,Bairro Água Branca,-26.07873504667276,-53.00084768231917,fa:95:87:0d:05:80,radio
933,GEORGE RAMIREZ DDS,Pato Branco,85501000,Centro,-26.053129543294308,-53.04582549384862,7e:ce:41:0b:d7:5a,radio
940,JAMES HERRERA,Pato Branco,85501000,Alvorada,-26.04187522024855,-53.05927363923407,20:8f:88:90:f9:ed,radio
947,CARLOS MCGRATH,Dois Vizinhos,85660000,Das Torres,-26.126303708995312,-53.02877002267929,fc:23:0b:e1:f9:3b,radio
949,CAROLYN DAVIS,Pato Branco,85501000,Centro,-26.2104471749979,-52.6512034499785,5e:43:51:d5:ac:c2,radio
955,GWENDOLYN HAMMOND,Dois Vizinhos,85660000,Das Torres,-26.072063221150383,-53.06026171571668,44:d2:4c:f5:d4:00,radio
957,DAVID GAY,Francisco Beltrão,85601000,Bairro Centro,-26.03401715390325,-53.06333514009697,32:09:c4:a3:12:0a,radio
964,BRANDON MARTIN,Francisco Beltrão,85601000,Bairro Água Branca,-26.0469004855478,-53.03978330509159,c4:bb:f6:44:67:ad,radio
974,CHRISTIAN SAWYER,Dois Vizinhos,85660000,Das Torres,-26.050405530509387,-53.07053402800624,f0:3e:26:e4:ae:74,radio
977,SHELLEY BROWN,Pato Branco,85501000,Alvorada,-26.079455610512127,-53.033347719837,bc:25:ca:38:68:1f,radio
982,TIFFANY MORGAN,Francisco Beltrão,85601000,Bairro Sadia,-26.030231403214096,-53.03417981465636,3e:03:82:e6:0f:c3,radio
996,SCOTT BERGER,Pato Branco,85501000,Centro,-26.02602564338404,-53.04701955673101,7e:ce:41:0b:d7:5a,radio
